Phi[deg],Theta[deg],dB(GainTotal)
-80,92,-3.47627
-78,92,-3.5603
-76,92,-3.65443
-74,92,-3.75631
-72,92,-3.8629
-70,92,-3.97032
-68,92,-4.07388
-66,92,-4.16828
-64,92,-4.24803
-62,92,-4.30812
-60,92,-4.34488
-58,92,-4.35679
-56,92,-4.34501
-54,92,-4.31347
-52,92,-4.26847
-50,92,-4.21796
-48,92,-4.17054
-46,92,-4.1347
-44,92,-4.11812
-42,92,-4.12738
-40,92,-4.16783
-38,92,-4.24368
-36,92,-4.35813
-34,92,-4.51362
-32,92,-4.71202
-30,92,-4.95477
-28,92,-5.24293
-26,92,-5.57724
-24,92,-5.958
-22,92,-6.38482
-20,92,-6.85627
-18,92,-7.36924
-16,92,-7.91819
-14,92,-8.49406
-12,92,-9.08309
-10,92,-9.66596
-8,92,-10.2177
-6,92,-10.7093
-4,92,-11.1126
-2,92,-11.406
0,92,-11.5809
2,92,-11.6444
4,92,-11.6157
6,92,-11.5204
8,92,-11.3832
10,92,-11.2239
12,92,-11.0552
14,92,-10.8834
16,92,-10.7088
18,92,-10.5279
20,92,-10.3347
22,92,-10.1223
24,92,-9.88458
26,92,-9.61717
28,92,-9.31902
30,92,-8.99287
32,92,-8.64538
34,92,-8.2865
36,92,-7.9283
38,92,-7.58348
40,92,-7.26409
42,92,-6.98043
44,92,-6.74039
46,92,-6.5492
48,92,-6.40942
50,92,-6.32122
52,92,-6.28269
54,92,-6.29034
56,92,-6.33957
58,92,-6.42507
60,92,-6.54119
62,92,-6.68214
64,92,-6.84204
66,92,-7.01491
68,92,-7.19459
70,92,-7.37466
72,92,-7.54859
74,92,-7.70997
76,92,-7.85294
78,92,-7.97265
80,92,-8.06572
82,92,-8.13042
84,92,-8.16666
86,92,-8.17573
88,92,-8.1598
90,92,-8.12149
-90,94,-3.7197
-88,94,-3.72816
-86,94,-3.7531
-84,94,-3.7939
-82,94,-3.84985
-80,94,-3.91997
-78,94,-4.003
-76,94,-4.09721
-74,94,-4.20026
-72,94,-4.309
-70,94,-4.41939
-68,94,-4.52652
-66,94,-4.62478
-64,94,-4.70835
-62,94,-4.77193
-60,94,-4.8116
-58,94,-4.82569
-56,94,-4.81534
-54,94,-4.78456
-52,94,-4.73984
-50,94,-4.68933
-48,94,-4.6418
-46,94,-4.60584
-44,94,-4.58912
-42,94,-4.5981
-40,94,-4.63794
-38,94,-4.7126
-36,94,-4.82506
-34,94,-4.97761
-32,94,-5.17212
-30,94,-5.4102
-28,94,-5.69336
-26,94,-6.02304
-24,94,-6.40047
-22,94,-6.82645
-20,94,-7.30086
-18,94,-7.82201
-16,94,-8.38559
-14,94,-8.9833
-12,94,-9.60123
-10,94,-10.2183
-8,94,-10.8054
-6,94,-11.3276
-4,94,-11.749
-2,94,-12.0423
0,94,-12.1975
2,94,-12.2257
4,94,-12.1545
6,94,-12.0183
8,94,-11.8492
10,94,-11.6714
12,94,-11.4997
14,94,-11.3398
16,94,-11.1906
18,94,-11.0458
20,94,-10.8958
22,94,-10.7295
24,94,-10.5362
26,94,-10.3076
28,94,-10.0391
30,94,-9.73141
32,94,-9.39052
34,94,-9.02704
36,94,-8.65474
38,94,-8.28857
40,94,-7.9429
42,94,-7.63014
44,94,-7.35995
46,94,-7.13891
48,94,-6.97057
50,94,-6.85581
52,94,-6.79319
54,94,-6.77951
56,94,-6.81026
58,94,-6.88007
60,94,-6.9831
62,94,-7.11319
64,94,-7.26402
66,94,-7.4291
68,94,-7.60177
70,94,-7.7752
72,94,-7.94257
74,94,-8.09734
76,94,-8.23368
78,94,-8.34689
80,94,-8.43373
82,94,-8.49264
84,94,-8.52357
86,94,-8.52777
88,94,-8.50732
90,94,-8.46472
-90,96,-4.1802
-88,96,-4.1859
-86,96,-4.20787
-84,96,-4.24575
-82,96,-4.29903
-80,96,-4.36697
-78,96,-4.44843
-76,96,-4.54177
-74,96,-4.64461
-72,96,-4.75374
-70,96,-4.86495
-68,96,-4.97309
-66,96,-5.07231
-64,96,-5.15658
-62,96,-5.22043
-60,96,-5.2599
-58,96,-5.27341
-56,96,-5.2623
-54,96,-5.2309
-52,96,-5.18601
-50,96,-5.13603
-48,96,-5.08992
-46,96,-5.05625
-44,96,-5.04253
-42,96,-5.05494
-40,96,-5.09819
-38,96,-5.17577
-36,96,-5.29021
-34,96,-5.44343
-32,96,-5.63711
-30,96,-5.87291
-28,96,-6.15272
-26,96,-6.47863
-24,96,-6.85287
-22,96,-7.27751
-20,96,-7.75395
-18,96,-8.28208
-16,96,-8.85914
-14,96,-9.47802
-12,96,-10.125
-10,96,-10.7777
-8,96,-11.4028
-6,96,-11.9582
-4,96,-12.3988
-2,96,-12.6894
0,96,-12.8178
2,96,-12.8004
4,96,-12.6747
6,96,-12.4857
8,96,-12.2738
10,96,-12.0679
12,96,-11.8848
14,96,-11.7306
16,96,-11.6029
18,96,-11.493
20,96,-11.388
22,96,-11.2726
24,96,-11.1312
26,96,-10.9504
28,96,-10.7211
30,96,-10.4408
32,96,-10.114
34,96,-9.75173
36,96,-9.36941
38,96,-8.98451
40,96,-8.61405
42,96,-8.27281
44,96,-7.9724
46,96,-7.72084
48,96,-7.52276
50,96,-7.37973
52,96,-7.29084
54,96,-7.25315
56,96,-7.26231
58,96,-7.31295
60,96,-7.39908
62,96,-7.51432
64,96,-7.65205
66,96,-7.80549
68,96,-7.96773
70,96,-8.13179
72,96,-8.29086
74,96,-8.4385
76,96,-8.56905
78,96,-8.67796
80,96,-8.76204
82,96,-8.81958
84,96,-8.85024
86,96,-8.85484
88,96,-8.83497
90,96,-8.79274
-90,98,-4.6419
-88,98,-4.64594
-86,98,-4.66566
-84,98,-4.70095
-82,98,-4.75153
-80,98,-4.81682
-78,98,-4.89586
-76,98,-4.98708
-74,98,-5.08813
-72,98,-5.19571
-70,98,-5.30549
-68,98,-5.41213
-66,98,-5.50959
-64,98,-5.59167
-62,98,-5.65285
-60,98,-5.68927
-58,98,-5.6996
-56,98,-5.68559
-54,98,-5.65205
-52,98,-5.60626
-50,98,-5.55696
-48,98,-5.51329
-46,98,-5.48377
-44,98,-5.47569
-42,98,-5.49473
-40,98,-5.54502
-38,98,-5.62935
-36,98,-5.74957
-34,98,-5.90703
-32,98,-6.103
-30,98,-6.33906
-28,98,-6.61732
-26,98,-6.94049
-24,98,-7.31174
-22,98,-7.73444
-20,98,-8.21148
-18,98,-8.74447
-16,98,-9.33232
-14,98,-9.96934
-12,98,-10.6425
-10,98,-11.3282
-8,98,-11.9896
-6,98,-12.5767
-4,98,-13.0343
-2,98,-13.318
0,98,-13.4131
2,98,-13.3419
4,98,-13.1534
6,98,-12.9043
8,98,-12.6429
10,98,-12.4024
12,98,-12.2017
14,98,-12.0468
16,98,-11.9349
18,98,-11.8556
20,98,-11.7935
22,98,-11.7297
24,98,-11.644
26,98,-11.5175
28,98,-11.3357
30,98,-11.0918
32,98,-10.7878
34,98,-10.4342
36,98,-10.0482
38,98,-9.64972
40,98,-9.25866
42,98,-8.8924
44,98,-8.56459
46,98,-8.28476
48,98,-8.05858
50,98,-7.88832
52,98,-7.77349
54,98,-7.71141
56,98,-7.69784
58,98,-7.72744
60,98,-7.79417
62,98,-7.89156
64,98,-8.01292
66,98,-8.15143
68,98,-8.30027
70,98,-8.45267
72,98,-8.60212
74,98,-8.74251
76,98,-8.86847
78,98,-8.97556
80,98,-9.06044
82,98,-9.12098
84,98,-9.1562
86,98,-9.16611
88,98,-9.1515
90,98,-9.11386
-90,100,-5.10558
-88,100,-5.1088
-86,100,-5.12672
-84,100,-5.15944
-82,100,-5.20688
-80,100,-5.26871
-78,100,-5.34411
-76,100,-5.43165
-74,100,-5.52905
-72,100,-5.63302
-70,100,-5.73914
-68,100,-5.84194
-66,100,-5.93524
-64,100,-6.01273
-62,100,-6.06889
-60,100,-6.10002
-58,100,-6.10516
-56,100,-6.08657
-54,100,-6.04966
-52,100,-6.00229
-50,100,-5.95364
-48,100,-5.91305
-46,100,-5.88903
-44,100,-5.88853
-42,100,-5.91671
-40,100,-5.97695
-38,100,-6.0712
-36,100,-6.20045
-34,100,-6.36524
-32,100,-6.56629
-30,100,-6.80487
-28,100,-7.08318
-26,100,-7.40438
-24,100,-7.77251
-22,100,-8.19208
-20,100,-8.66744
-18,100,-9.20176
-16,100,-9.79559
-14,100,-10.4447
-12,100,-11.1368
-10,100,-11.8479
-8,100,-12.5377
-6,100,-13.1494
-4,100,-13.6176
-2,100,-13.8889
0,100,-13.9461
2,100,-13.8182
4,100,-13.566
6,100,-13.2565
8,100,-12.945
10,100,-12.6683
12,100,-12.4462
14,100,-12.2855
16,100,-12.1826
18,100,-12.1268
20,100,-12.1013
22,100,-12.085
24,100,-12.0538
26,100,-11.984
28,100,-11.8554
30,100,-11.6558
32,100,-11.3835
34,100,-11.0478
36,100,-10.6667
38,100,-10.2626
40,100,-9.85821
42,100,-9.47351
44,100,-9.12428
46,100,-8.82156
48,100,-8.57199
50,100,-8.37843
52,100,-8.24072
54,100,-8.15635
56,100,-8.12114
58,100,-8.12978
60,100,-8.17624
62,100,-8.25415
64,100,-8.35698
66,100,-8.47823
68,100,-8.61152
70,100,-8.75064
72,100,-8.88965
74,100,-9.02302
76,100,-9.14568
78,100,-9.25326
80,100,-9.34211
82,100,-9.40942
84,100,-9.45326
86,100,-9.47255
88,100,-9.46709
90,100,-9.43752
-90,102,-5.57213
-88,102,-5.57492
-86,102,-5.59103
-84,102,-5.62076
-82,102,-5.66425
-80,102,-5.72138
-78,102,-5.79157
-76,102,-5.87359
-74,102,-5.96533
-72,102,-6.06356
-70,102,-6.16391
-68,102,-6.26085
-66,102,-6.3481
-64,102,-6.41929
-62,102,-6.4689
-60,102,-6.49342
-58,102,-6.49225
-56,102,-6.46819
-54,102,-6.42731
-52,102,-6.37807
-50,102,-6.33013
-48,102,-6.29309
-46,102,-6.27543
-44,102,-6.28379
-42,102,-6.32275
-40,102,-6.39494
-38,102,-6.50134
-36,102,-6.64194
-34,102,-6.81636
-32,102,-7.02453
-30,102,-7.26726
-28,102,-7.54662
-26,102,-7.86605
-24,102,-8.23024
-22,102,-8.64465
-20,102,-9.11483
-18,102,-9.64527
-16,102,-10.2379
-14,102,-10.8897
-12,102,-11.5893
-10,102,-12.3122
-8,102,-13.016
-6,102,-13.6386
-4,102,-14.1068
-2,102,-14.36
0,102,-14.3793
2,102,-14.1998
4,102,-13.8916
6,102,-13.53
8,102,-13.1747
10,102,-12.8649
12,102,-12.6211
14,102,-12.4505
16,102,-12.3499
18,102,-12.3089
20,102,-12.3105
22,102,-12.3328
24,102,-12.3498
26,102,-12.334
28,102,-12.26
30,102,-12.1102
32,102,-11.8781
34,102,-11.5704
36,102,-11.205
38,102,-10.8058
40,102,-10.3981
42,102,-10.0044
44,102,-9.64269
46,102,-9.32528
48,102,-9.05975
50,102,-8.84943
52,102,-8.69437
54,102,-8.5921
56,102,-8.53843
58,102,-8.52806
60,102,-8.55507
62,102,-8.61333
64,102,-8.69678
66,102,-8.79955
68,102,-8.91604
70,102,-9.04093
72,102,-9.16914
74,102,-9.2958
76,102,-9.41626
78,102,-9.52612
80,102,-9.6213
82,102,-9.69815
84,102,-9.75358
86,102,-9.78528
88,102,-9.79187
90,102,-9.77308
-90,104,-6.04193
-88,104,-6.04416
-86,104,-6.05796
-84,104,-6.08382
-82,104,-6.12213
-80,104,-6.17302
-78,104,-6.23621
-76,104,-6.31075
-74,104,-6.39478
-72,104,-6.4853
-70,104,-6.57805
-68,104,-6.66755
-66,104,-6.74751
-64,104,-6.81149
-62,104,-6.854
-60,104,-6.87165
-58,104,-6.86414
-56,104,-6.83477
-54,104,-6.79017
-52,104,-6.73939
-50,104,-6.69253
-48,104,-6.65947
-46,104,-6.64866
-44,104,-6.6665
-42,104,-6.71702
-40,104,-6.80207
-38,104,-6.92171
-36,104,-7.07485
-34,104,-7.26008
-32,104,-7.47642
-30,104,-7.724
-28,104,-8.00456
-26,104,-8.32159
-24,104,-8.68014
-22,104,-9.08637
-20,104,-9.54665
-18,104,-10.0664
-16,104,-10.6486
-14,104,-11.291
-12,104,-11.9829
-10,104,-12.6997
-8,104,-13.3982
-6,104,-14.0136
-4,104,-14.469
-2,104,-14.7
0,104,-14.6876
2,104,-14.4699
4,104,-14.122
6,104,-13.7231
8,104,-13.3354
10,104,-12.999
12,104,-12.7354
14,104,-12.5524
16,104,-12.4477
18,104,-12.412
20,104,-12.4294
22,104,-12.4786
24,104,-12.5332
26,104,-12.5638
28,104,-12.5417
30,104,-12.4439
32,104,-12.2588
34,104,-11.9892
36,104,-11.6513
38,104,-11.2694
40,104,-10.8708
42,104,-10.4799
44,104,-10.1166
46,104,-9.79466
48,104,-9.52247
50,104,-9.30374
52,104,-9.13859
54,104,-9.02449
56,104,-8.95715
58,104,-8.93124
60,104,-8.94104
62,104,-8.98083
64,104,-9.04522
66,104,-9.12929
68,104,-9.22854
70,104,-9.3388
72,104,-9.45604
74,104,-9.57619
76,104,-9.69506
78,104,-9.8082
80,104,-9.91105
82,104,-9.99904
84,104,-10.0679
86,104,-10.1139
88,104,-10.1346
90,104,-10.1286
-90,106,-6.51441
-88,106,-6.51536
-86,106,-6.52587
-84,106,-6.54662
-82,106,-6.57824
-80,106,-6.62119
-78,106,-6.67556
-76,106,-6.74076
-74,106,-6.81531
-72,106,-6.89651
-70,106,-6.98033
-68,106,-7.06145
-66,106,-7.13361
-64,106,-7.19037
-62,106,-7.22622
-60,106,-7.23783
-58,106,-7.22508
-56,106,-7.19161
-54,106,-7.14447
-52,106,-7.09314
-50,106,-7.04813
-48,106,-7.01952
-46,106,-7.01578
-44,106,-7.0431
-42,106,-7.10506
-40,106,-7.20281
-38,106,-7.33552
-36,106,-7.50112
-34,106,-7.69709
-32,106,-7.92143
-30,106,-8.17347
-28,106,-8.45439
-26,106,-8.76744
-24,106,-9.11778
-22,106,-9.51188
-20,106,-9.95663
-18,106,-10.458
-16,106,-11.0195
-14,106,-11.6393
-12,106,-12.3071
-10,106,-12.9989
-8,106,-13.672
-6,106,-14.2624
-4,106,-14.694
-2,106,-14.9031
0,106,-14.8704
2,106,-14.6334
4,106,-14.2662
6,106,-13.8477
8,106,-13.4404
10,106,-13.0851
12,106,-12.8042
14,106,-12.6067
16,106,-12.4921
18,106,-12.4525
20,106,-12.4741
22,106,-12.5373
24,106,-12.6168
26,106,-12.6835
28,106,-12.7066
30,106,-12.6597
32,106,-12.526
34,106,-12.3036
36,106,-12.005
38,106,-11.6537
40,106,-11.2773
42,106,-10.902
44,106,-10.549
46,106,-10.2336
48,106,-9.96477
50,106,-9.7467
52,106,-9.57948
54,106,-9.46042
56,106,-9.38505
58,106,-9.34801
60,106,-9.34376
62,106,-9.36715
64,106,-9.41368
66,106,-9.47958
68,106,-9.56172
70,106,-9.65726
72,106,-9.76338
74,106,-9.87694
76,106,-9.99419
78,106,-10.1108
80,106,-10.2216
82,106,-10.3212
84,106,-10.4042
86,106,-10.4656
88,106,-10.5015
90,106,-10.5098
-90,108,-6.98769
-88,108,-6.98611
-86,108,-6.99195
-84,108,-7.00608
-82,108,-7.02943
-80,108,-7.06285
-78,108,-7.10684
-76,108,-7.16128
-74,108,-7.22511
-72,108,-7.29604
-70,108,-7.37035
-68,108,-7.44294
-66,108,-7.50765
-64,108,-7.55807
-62,108,-7.58864
-60,108,-7.59601
-58,108,-7.58008
-56,108,-7.54462
-54,108,-7.49687
-52,108,-7.44658
-50,108,-7.40449
-48,108,-7.38082
-46,108,-7.38407
-44,108,-7.42026
-42,108,-7.49265
-40,108,-7.60184
-38,108,-7.74626
-36,108,-7.92288
-34,108,-8.12818
-32,108,-8.35912
-30,108,-8.61406
-28,108,-8.89345
-26,108,-9.20008
-24,108,-9.53892
-22,108,-9.91646
-20,108,-10.3398
-18,108,-10.8151
-16,108,-11.346
-14,108,-11.9313
-12,108,-12.561
-10,108,-13.2124
-8,108,-13.8449
-6,108,-14.3985
-4,108,-14.8016
-2,108,-14.9939
0,108,-14.9554
2,108,-14.7182
4,108,-14.3507
6,108,-13.9282
8,108,-13.512
10,108,-13.1436
12,108,-12.8469
14,108,-12.6327
16,108,-12.5024
18,108,-12.4506
20,108,-12.4656
22,108,-12.5304
24,108,-12.6222
26,108,-12.7131
28,108,-12.7729
30,108,-12.7729
32,108,-12.6923
34,108,-12.5238
36,108,-12.2753
38,108,-11.9672
40,108,-11.6262
42,108,-11.279
44,108,-10.9482
46,108,-10.6499
48,108,-10.3943
50,108,-10.1856
52,108,-10.0241
54,108,-9.90684
56,108,-9.82914
58,108,-9.78556
60,108,-9.7708
62,108,-9.78031
64,108,-9.81062
66,108,-9.85932
68,108,-9.92475
70,108,-10.0056
72,108,-10.1004
74,108,-10.2068
76,108,-10.3219
78,108,-10.4412
80,108,-10.5594
82,108,-10.6703
84,108,-10.7673
86,108,-10.8442
88,108,-10.8961
90,108,-10.9198
-90,110,-7.45836
-88,110,-7.4526
-86,110,-7.45215
-84,110,-7.45814
-82,110,-7.47185
-80,110,-7.49455
-78,110,-7.52722
-76,110,-7.57022
-74,110,-7.62297
-72,110,-7.68361
-70,110,-7.74879
-68,110,-7.81364
-66,110,-7.87217
-64,110,-7.91798
-62,110,-7.94547
-60,110,-7.95113
-58,110,-7.93476
-56,110,-7.89998
-54,110,-7.85402
-52,110,-7.80663
-50,110,-7.76859
-48,110,-7.7502
-46,110,-7.75995
-44,110,-7.80379
-42,110,-7.88475
-40,110,-8.00306
-38,110,-8.15657
-36,110,-8.34151
-34,110,-8.55344
-32,110,-8.7883
-30,110,-9.04348
-28,110,-9.31857
-26,110,-9.61568
-24,110,-9.93939
-22,110,-10.296
-20,110,-10.6926
-18,110,-11.1355
-16,110,-11.6287
-14,110,-12.1712
-12,110,-12.7542
-10,110,-13.357
-8,110,-13.9427
-6,110,-14.457
-4,110,-14.835
-2,110,-15.0201
0,110,-14.9896
2,110,-14.7676
4,110,-14.4136
6,110,-13.9972
8,110,-13.5781
10,110,-13.199
12,110,-12.8856
14,110,-12.6511
16,110,-12.4994
18,110,-12.4275
20,110,-12.4266
22,110,-12.4823
24,110,-12.5748
26,110,-12.679
28,110,-12.7661
30,110,-12.8072
32,110,-12.7786
34,110,-12.6681
36,110,-12.4779
38,110,-12.224
40,110,-11.9303
42,110,-11.623
44,110,-11.3251
46,110,-11.0538
48,110,-10.8199
50,110,-10.6283
52,110,-10.4792
54,110,-10.3696
56,110,-10.2946
58,110,-10.2487
60,110,-10.2267
62,110,-10.2248
64,110,-10.2406
66,110,-10.2732
68,110,-10.3224
70,110,-10.3886
72,110,-10.4716
74,110,-10.5703
76,110,-10.6821
78,110,-10.803
80,110,-10.9273
82,110,-11.0483
84,110,-11.1585
86,110,-11.2506
88,110,-11.3186
90,110,-11.3583
-90,112,-7.92151
-88,112,-7.90974
-86,112,-7.90145
-84,112,-7.89806
-82,112,-7.90128
-80,112,-7.91282
-78,112,-7.93416
-76,112,-7.96614
-74,112,-8.00863
-72,112,-8.06017
-70,112,-8.11772
-68,112,-8.17668
-66,112,-8.23119
-64,112,-8.27488
-62,112,-8.30206
-60,112,-8.30899
-58,112,-8.29518
-56,112,-8.26392
-54,112,-8.22215
-52,112,-8.17938
-50,112,-8.14628
-48,112,-8.13307
-46,112,-8.14826
-44,112,-8.19776
-42,112,-8.28453
-40,112,-8.40861
-38,112,-8.56747
-36,112,-8.75682
-34,112,-8.97146
-32,112,-9.20647
-30,112,-9.45828
-28,112,-9.72559
-26,112,-10.0098
-24,112,-10.3149
-22,112,-10.6471
-20,112,-11.0133
-18,112,-11.4202
-16,112,-11.8721
-14,112,-12.3691
-12,112,-12.904
-10,112,-13.4588
-8,112,-14.0014
-6,112,-14.4837
-4,112,-14.8469
-2,112,-15.037
0,112,-15.0269
2,112,-14.8304
4,112,-14.4968
6,112,-14.0901
8,112,-13.6687
10,112,-13.2767
12,112,-12.9428
14,112,-12.6829
16,112,-12.5037
18,112,-12.4047
20,112,-12.3798
22,112,-12.4175
24,112,-12.5012
26,112,-12.6088
28,112,-12.7141
30,112,-12.7892
32,112,-12.8092
34,112,-12.7576
36,112,-12.631
38,112,-12.4396
40,112,-12.2032
42,112,-11.9459
44,112,-11.6904
46,112,-11.4544
48,112,-11.2494
50,112,-11.081
52,112,-10.9497
54,112,-10.8524
56,112,-10.7839
58,112,-10.7388
60,112,-10.7123
62,112,-10.701
64,112,-10.7038
66,112,-10.7212
68,112,-10.7548
70,112,-10.8063
72,112,-10.8771
74,112,-10.9671
76,112,-11.0744
78,112,-11.1954
80,112,-11.3242
82,112,-11.4538
84,112,-11.5759
86,112,-11.6824
88,112,-11.7661
90,112,-11.822
-90,114,-8.37107
-88,114,-8.3516
-86,114,-8.33427
-84,114,-8.32092
-82,114,-8.31367
-80,114,-8.31471
-78,114,-8.32597
-76,114,-8.3487
-74,114,-8.38311
-72,114,-8.42804
-70,114,-8.4807
-68,114,-8.53667
-66,114,-8.59018
-64,114,-8.63486
-62,114,-8.66485
-60,114,-8.67613
-58,114,-8.66776
-56,114,-8.64253
-54,114,-8.60684
-52,114,-8.56982
-50,114,-8.54184
-48,114,-8.53298
-46,114,-8.55172
-44,114,-8.60404
-42,114,-8.69292
-40,114,-8.81839
-38,114,-8.97782
-36,114,-9.16658
-34,114,-9.379
-32,114,-9.60946
-30,114,-9.85362
-28,114,-10.1094
-26,114,-10.3774
-24,114,-10.6613
-22,114,-10.967
-20,114,-11.3016
-18,114,-11.6723
-16,114,-12.0843
-14,114,-12.5389
-12,114,-13.0313
-10,114,-13.5469
-8,114,-14.0582
-6,114,-14.5227
-4,114,-14.8864
-2,114,-15.0955
0,114,-15.1161
2,114,-14.9512
4,114,-14.6399
6,114,-14.2406
8,114,-13.8122
10,114,-13.4014
12,114,-13.0403
14,114,-12.7482
16,114,-12.5347
18,114,-12.402
20,114,-12.3462
22,114,-12.3588
24,114,-12.4259
26,114,-12.5287
28,114,-12.6438
30,114,-12.7453
32,114,-12.8081
34,114,-12.8132
36,114,-12.7518
38,114,-12.6278
40,114,-12.456
42,114,-12.2569
44,114,-12.0516
46,114,-11.8578
48,114,-11.6877
50,114,-11.5472
52,114,-11.4374
54,114,-11.3554
56,114,-11.296
58,114,-11.2538
60,114,-11.2243
62,114,-11.2051
64,114,-11.1961
66,114,-11.1992
68,114,-11.2175
70,114,-11.2545
72,114,-11.3128
74,114,-11.3933
76,114,-11.495
78,114,-11.6145
80,114,-11.7461
82,114,-11.8825
84,114,-12.0149
86,114,-12.1344
88,114,-12.2331
90,114,-12.3048
-90,116,-8.80026
-88,116,-8.7719
-86,116,-8.74514
-84,116,-8.72221
-82,116,-8.70573
-80,116,-8.69828
-78,116,-8.70213
-76,116,-8.71881
-74,116,-8.74875
-72,116,-8.79091
-70,116,-8.84261
-68,116,-8.89949
-66,116,-8.95576
-64,116,-9.00497
-62,116,-9.04103
-60,116,-9.05953
-58,116,-9.05898
-56,116,-9.04152
-54,116,-9.01292
-52,116,-8.98174
-50,116,-8.95799
-48,116,-8.95156
-46,116,-8.97094
-44,116,-9.02219
-42,116,-9.1085
-40,116,-9.23007
-38,116,-9.38435
-36,116,-9.56667
-34,116,-9.77114
-32,116,-9.99176
-30,116,-10.2236
-28,116,-10.4641
-26,116,-10.7133
-24,116,-10.9746
-22,116,-11.2539
-20,116,-11.5585
-18,116,-11.8965
-16,116,-12.2742
-14,116,-12.6949
-12,116,-13.156
-10,116,-13.6466
-8,116,-14.1435
-6,116,-14.6089
-4,116,-14.9913
-2,116,-15.2347
0,116,-15.2966
2,116,-15.1674
4,116,-14.8763
6,116,-14.4783
8,116,-14.0341
10,116,-13.5948
12,116,-13.1974
14,116,-12.865
16,116,-12.6101
18,116,-12.4373
20,116,-12.3449
22,116,-12.3266
24,116,-12.3709
26,116,-12.4618
28,116,-12.579
30,116,-12.6988
32,116,-12.7971
34,116,-12.8533
36,116,-12.8547
38,116,-12.7994
40,116,-12.696
42,116,-12.5605
44,116,-12.4114
46,116,-12.2653
48,116,-12.1344
50,116,-12.0253
52,116,-11.9395
54,116,-11.8744
56,116,-11.8253
58,116,-11.787
60,116,-11.7555
62,116,-11.7292
64,116,-11.7092
66,116,-11.6988
68,116,-11.7027
70,116,-11.7256
72,116,-11.7713
74,116,-11.842
76,116,-11.9372
78,116,-12.0539
80,116,-12.1868
82,116,-12.3282
84,116,-12.4691
86,116,-12.6
88,116,-12.712
90,116,-12.7984
-90,118,-9.20226
-88,118,-9.16472
-86,118,-9.1292
-84,118,-9.09838
-82,118,-9.07526
-80,118,-9.06275
-78,118,-9.06329
-76,118,-9.07853
-74,118,-9.10889
-72,118,-9.15332
-70,118,-9.20903
-68,118,-9.27155
-66,118,-9.33494
-64,118,-9.39253
-62,118,-9.43786
-60,118,-9.46604
-58,118,-9.47494
-56,118,-9.46597
-54,118,-9.44422
-52,118,-9.41767
-50,118,-9.39592
-48,118,-9.38874
-46,118,-9.40464
-44,118,-9.44993
-42,118,-9.52808
-40,118,-9.63964
-38,118,-9.78236
-36,118,-9.95181
-34,118,-10.1422
-32,118,-10.3474
-30,118,-10.5625
-28,118,-10.7844
-26,118,-11.0131
-24,118,-11.2519
-22,118,-11.5068
-20,118,-11.7858
-18,118,-12.0976
-16,118,-12.4502
-14,118,-12.8486
-12,118,-13.293
-10,118,-13.7758
-8,118,-14.2778
-6,118,-14.7647
-4,118,-15.1859
-2,118,-15.4809
0,118,-15.5959
2,118,-15.5068
4,118,-15.2328
6,118,-14.8271
8,118,-14.3552
10,118,-13.8753
12,118,-13.4306
14,118,-13.0487
16,118,-12.7449
18,118,-12.526
20,118,-12.3919
22,118,-12.3378
24,118,-12.3542
26,118,-12.4273
28,118,-12.5393
30,118,-12.6691
32,118,-12.794
34,118,-12.8932
36,118,-12.9512
38,118,-12.9612
40,118,-12.926
42,118,-12.8562
44,118,-12.7666
46,118,-12.6717
48,118,-12.5832
50,118,-12.5077
52,118,-12.4473
54,118,-12.4
56,118,-12.3616
58,118,-12.3275
60,118,-12.2945
62,118,-12.2618
64,118,-12.2319
66,118,-12.2092
68,118,-12.1998
70,118,-12.2096
72,118,-12.2437
74,118,-12.3048
76,118,-12.3933
78,118,-12.5066
80,118,-12.6395
82,118,-12.7844
84,118,-12.9319
86,118,-13.0721
88,118,-13.1955
90,118,-13.2944
-90,120,-9.57059
-88,120,-9.52474
-86,120,-9.48243
-84,120,-9.44673
-82,120,-9.42092
-80,120,-9.40804
-78,120,-9.41059
-76,120,-9.4301
-74,120,-9.46681
-72,120,-9.51944
-70,120,-9.58491
-68,120,-9.65845
-66,120,-9.73377
-64,120,-9.80376
-62,120,-9.86146
-60,120,-9.90135
-58,120,-9.92055
-56,120,-9.91976
-54,120,-9.90336
-52,120,-9.87885
-50,120,-9.85555
-48,120,-9.84319
-46,120,-9.85046
-44,120,-9.884
-42,120,-9.94774
-40,120,-10.0427
-38,120,-10.1672
-36,120,-10.3172
-34,120,-10.4874
-32,120,-10.6719
-30,120,-10.866
-28,120,-11.0668
-26,120,-11.2744
-24,120,-11.4921
-22,120,-11.7264
-20,120,-11.9858
-18,120,-12.28
-16,120,-12.6181
-14,120,-13.0073
-12,120,-13.4503
-10,120,-13.9427
-8,120,-14.4692
-6,120,-14.9985
-4,120,-15.4801
-2,120,-15.8467
0,120,-16.0302
2,120,-15.9884
4,120,-15.7289
6,120,-15.3052
8,120,-14.7915
10,120,-14.2568
12,120,-13.7525
14,120,-13.3112
16,120,-12.9512
18,120,-12.6805
20,120,-12.5003
22,120,-12.4063
24,120,-12.3904
26,120,-12.4404
28,120,-12.5404
30,120,-12.6715
32,120,-12.8131
34,120,-12.9447
36,120,-13.0496
38,120,-13.1172
40,120,-13.1453
42,120,-13.1391
44,120,-13.1089
46,120,-13.0663
